Brand,Vehicle_Type,Title,Fuel Type,Engine (cc),Condition,Gear,Price,Location,Mileage,Options,More_Details,Listing_URL
MG,SUV,MG ZS 2019 SUV (Used),Petrol,999,Registered (Used),Automatic,"Rs. 8,850,000",Malabe,"113,650 km",https://riyasewana.com/buy/mg-zs-sale-malabe-11809904
Toyota,SUV,Toyota Raize 1200cc 2024 SUV Unregistered (Recondition),Petrol,1200,Unregistered (Recondition),Automatic,"Rs. 13,700,000",Ganemulla,"4,000 km",https://riyasewana.com/buy/toyota-raize-1200cc-sale-ganemulla-11809586
Toyota,SUV,Toyota Rush S Grade 2020 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 14,000,000",Kalmunai,"65,045 km",https://riyasewana.com/buy/toyota-rush-s-sale-kalmunai-11809569
Peugeot,SUV,Peugeot 3008 2018 SUV (Used),Petrol,1200,Registered (Used),Automatic,"Rs. 12,500,000",Kandy,0 km,https://riyasewana.com/buy/peugeot-3008-sale-kandy-11809518
Toyota,SUV,Toyota Land Cruiser 1997 SUV (Used),Diesel,3000,Registered (Used),Manual,Negotiable,Dambulla,"335,000 km",https://riyasewana.com/buy/toyota-land-cruiser-sale-dambulla-11809443
Daihatsu,SUV,Daihatsu Rocky Z Premium 2024 SUV Unregistered (Recondition),Petrol,1200,Unregistered (Recondition),Automatic,"Rs. 12,850,000",Colombo,"6,000 km",https://riyasewana.com/buy/daihatsu-rocky-z-sale-colombo-11809284
Porsche,SUV,Porsche Cayenne S 2015 SUV (Used),Hybrid,3000,Registered (Used),Automatic,"Rs. 26,000,000",Colombo,"84,000 km",https://riyasewana.com/buy/porsche-cayenne-s-sale-colombo-11809045
Nissan,SUV,Nissan X-Trail 2015 SUV (Used),Petrol,2000,Registered (Used),Automatic,Negotiable,Colombo,"95,000 km",https://riyasewana.com/buy/nissan-x-trail-sale-colombo-11808769
Nissan,SUV,Nissan Magnite 2025 SUV (Used),Petrol,1000,Antique,Automatic,"Rs. 9,000,000",Colombo,"10,000 km",https://riyasewana.com/buy/nissan-magnite-sale-colombo-11808760
Kia,SUV,Kia Sportage 2014 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 10,700,000",Panadura,"120,000 km",https://riyasewana.com/buy/kia-sportage-sale-panadura-11808224
Honda,SUV,Honda Vezel 2016 SUV (Used),Petrol,1200,Registered (Used),Automatic,Negotiable,Wennappuwa,"135,462 km",https://riyasewana.com/buy/honda-vezel-sale-wennappuwa-11808220
Honda,SUV,Honda Vezel ZPLAY EHEV Hybrid 2026 SUV Unregistered (Recondition),Hybrid,1500,Unregistered (Recondition),Automatic,"Rs. 21,300,000",Kaduwela,1 km,https://riyasewana.com/buy/honda-vezel-zplay-sale-kaduwela-11808118
MG,SUV,MG ZS 2018 SUV (Used),Petrol,999,Registered (Used),Automatic,"Rs. 8,800,000",Nittambuwa,"88,000 km",https://riyasewana.com/buy/mg-zs-sale-nittambuwa-11808069
Honda,SUV,Honda VEZEL 2014 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 9,185,000",Gampaha,"117,000 km",https://riyasewana.com/buy/honda-vezel-sale-gampaha-11808050
Toyota,SUV,Toyota Raize 2023 SUV (Used),Electric,1200,Registered (Used),Automatic,"Rs. 13,500,000",Anuradapura,"9,500 km",https://riyasewana.com/buy/toyota-raize-sale-anuradapura-11732208
BMW,SUV,BMW X1 SDrive 18i 2018 SUV (Used),Petrol,-,Registered (Used),Automatic,Negotiable,Kottawa,1 km,https://riyasewana.com/buy/bmw-x1-sdrive-sale-kottawa-11807268
Kia,SUV,Kia Sorento 2015 SUV (Used),Diesel,2400,Registered (Used),Automatic,Negotiable,Piliyandala,"139,000 km",https://riyasewana.com/buy/kia-sorento-sale-piliyandala-11807141
Mitsubishi,SUV,Mitsubishi Montero V6 2003 SUV (Used),Petrol,3500,Registered (Used),Automatic,"Rs. 14,400,000",Ja-Ela,"168,000 km",https://riyasewana.com/buy/mitsubishi-montero-v6-sale-ja-ela-11807114
Micro,SUV,Micro Kyron 2009 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 5,395,000",Colombo,"163,000 km",https://riyasewana.com/buy/micro-kyron-sale-colombo-11807030
Hyundai,SUV,Hyundai Venue 2019 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 8,600,000",Maharagama,"63,000 km",https://riyasewana.com/buy/hyundai-venue-sale-maharagama-11806834
Hyundai,SUV,Hyundai Tucson 2011 SUV (Used),Petrol,1900,Registered (Used),Automatic,"Rs. 7,600,000",Ja-Ela,"155,000 km",https://riyasewana.com/buy/hyundai-tucson-sale-ja-ela-11806690
Land-Rover,SUV,Land-Rover Defender 1980 SUV (Used),Diesel,2500,Registered (Used),Manual,"Rs. 9,500,000",Colombo,"10,000 km",https://riyasewana.com/buy/land-rover-defender-sale-colombo-11806612
Hyundai,SUV,Hyundai Santa Fe 2001 SUV (Used),Petrol,2400,Registered (Used),Manual,"Rs. 4,250,000",Mawanella,"16,400 km",https://riyasewana.com/buy/hyundai-santa-fe-sale-mawanella-11806441
Kia,SUV,Kia Sportage 2012 SUV (Used),Diesel,1900,Registered (Used),Automatic,"Rs. 8,300,000",Dankotuwa,"128,000 km",https://riyasewana.com/buy/kia-sportage-sale-dankotuwa-11806392
Honda,SUV,Honda Vezel Rs Sensing 2017 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 12,050,000",Gampaha,"118,000 km",https://riyasewana.com/buy/honda-vezel-rs-sale-gampaha-11806116
Toyota,SUV,Toyota Raize 2026 SUV Brand New,Hybrid,1200,Brand New,Automatic,"Rs. 14,875,000",Nugegoda,20 km,https://riyasewana.com/buy/toyota-raize-sale-nugegoda-11806080
Hyundai,SUV,Hyundai Santa Fe 2009 SUV (Used),Diesel,2100,Registered (Used),Automatic,"Rs. 7,500,000",Colombo,"150,000 km",https://riyasewana.com/buy/hyundai-santa-fe-sale-colombo-11806068
Toyota,SUV,Toyota Raize 2025 SUV Brand New,Hybrid,1200,Brand New,Automatic,"Rs. 14,250,000",Nugegoda,12 km,https://riyasewana.com/buy/toyota-raize-sale-nugegoda-11806055
Toyota,SUV,Toyota Land Cruiser Box Prado 1991 SUV (Used),Diesel,3000,Registered (Used),Automatic,"Rs. 13,200,000",Kurunegala,-,https://riyasewana.com/buy/toyota-land-cruiser-sale-kurunegala-11806017
Kia,SUV,Kia Seltos 2026 SUV (Used),Petrol,1500,Registered (Used),Automatic,Negotiable,Colombo,"1,200 km",https://riyasewana.com/buy/kia-seltos-sale-colombo-11805881
Toyota,SUV,Toyota CHR GT Turbo 2017 SUV (Used),Petrol,1300,Registered (Used),Automatic,"Rs. 12,600,000",Panadura,"130,000 km",https://riyasewana.com/buy/toyota-chr-gt-sale-panadura-11805799
Toyota,SUV,Toyota Taisor V Grade 2026 SUV Brand New,Petrol,1000,Brand New,Automatic,"Rs. 11,775,000",Panadura,36 km,https://riyasewana.com/buy/toyota-taisor-v-sale-panadura-11805765
Toyota,SUV,Toyota Prado 2015 SUV (Used),Petrol,-,Registered (Used),Automatic,"Rs. 40,500,000",Polonnaruwa,"105,000 km",https://riyasewana.com/buy/toyota-prado-sale-polonnaruwa-11805755
Mitsubishi,SUV,Mitsubishi Montero 3.5 V6 2003 SUV (Used),Petrol,3500,Registered (Used),Automatic,Negotiable,Negombo,"199,000 km",https://riyasewana.com/buy/mitsubishi-montero-3-5-sale-negombo-11805682
Mitsubishi,SUV,Mitsubishi 4DR5 1976 SUV (Used),Diesel,2000,Registered (Used),Manual,"Rs. 5,200,000",Maharagama,"44,999 km",https://riyasewana.com/buy/mitsubishi-4dr5-sale-maharagama-11805464
Mitsubishi,SUV,Mitsubishi Pajero IO 2006 SUV (Used),Petrol,1800,Registered (Used),Automatic,"Rs. 7,500,000",Matugama,"149,000 km",https://riyasewana.com/buy/mitsubishi-pajero-io-sale-matugama-11805307
Nissan,SUV,Nissan Magnite Acenta 2026 SUV Brand New,Petrol,1000,Brand New,Automatic,"Rs. 8,350,000",Colombo,1 km,https://riyasewana.com/buy/nissan-magnite-acenta-sale-colombo-11805171
Honda,SUV,Honda Vezel Z Play 2026 SUV Brand New,Hybrid,1500,Brand New,Automatic,"Rs. 21,900,000",Colombo,-,https://riyasewana.com/buy/honda-vezel-z-sale-colombo-11737314
Micro,SUV,Micro Rexton 2009 SUV (Used),Diesel,2700,Registered (Used),Automatic,"Rs. 6,350,000",Kandy,"260,000 km",https://riyasewana.com/buy/micro-rexton-sale-kandy-11805154
Toyota,SUV,Toyota RAV4 2007 SUV (Used),Petrol,2400,Registered (Used),Automatic,"Rs. 8,000,000",Battaramulla,"180,000 km",https://riyasewana.com/buy/toyota-rav4-sale-battaramulla-11805090
Toyota,SUV,Toyota Harrier 2007 SUV (Used),Petrol,-,Registered (Used),Automatic,"Rs. 8,500,000",Kuliyapitiya,"135,000 km",https://riyasewana.com/buy/toyota-harrier-sale-kuliyapitiya-11805030
DFSK,SUV,DFSK Glory 580 2021 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 8,300,000",Dehiwala-Mount-Lavinia,"43,000 km",https://riyasewana.com/buy/dfsk-glory-580-sale-dehiwala-mount-lavinia-11805016
Suzuki,SUV,Suzuki Grand Vitara 2006 SUV (Used),Petrol,2000,Registered (Used),Automatic,"Rs. 8,200,000",Negombo,"190,000 km",https://riyasewana.com/buy/suzuki-grand-vitara-sale-negombo-11805005
Mitsubishi,SUV,Mitsubishi Outlander 2016 SUV (Used),Petrol,-,Registered (Used),Automatic,"Rs. 16,200,000",Embilipitiya,"145,000 km",https://riyasewana.com/buy/mitsubishi-outlander-sale-embilipitiya-11804997
Toyota,SUV,Toyota Prado 2015 SUV (Used),Petrol,2700,Registered (Used),Automatic,"Rs. 33,000,000",Colombo,"212,359 km",https://riyasewana.com/buy/toyota-prado-sale-colombo-11804994
Suzuki,SUV,Suzuki Grand Vitara 2003 SUV (Used),Petrol,2730,Registered (Used),Automatic,"Rs. 5,700,000",Kalmunai,"115,000 km",https://riyasewana.com/buy/suzuki-grand-vitara-sale-kalmunai-11804869
Skoda,SUV,Skoda Karoq 2018 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 9,500,000",Colombo,"71,003 km",https://riyasewana.com/buy/skoda-karoq-sale-colombo-11804491
Toyota,SUV,Toyota Taisor V 2026 SUV Brand New,Petrol,1000,Brand New,Automatic,"Rs. 12,000,000",Maharagama,-,https://riyasewana.com/buy/toyota-taisor-v-sale-maharagama-11804772
Mitsubishi,SUV,Mitsubishi J24 1972 SUV (Used),Diesel,2,Registered (Used),Manual,Negotiable,Colombo,0 km,https://riyasewana.com/buy/mitsubishi-j24-sale-colombo-11804657
Mitsubishi,SUV,Mitsubishi Montero 2001 SUV (Used),Petrol,3500,Registered (Used),Automatic,Negotiable,Ratnapura,"127,000 km",https://riyasewana.com/buy/mitsubishi-montero-sale-ratnapura-11804572
Honda,SUV,Honda Vezel 2014 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 9,675,000",Kurunegala,"159,000 km",https://riyasewana.com/buy/honda-vezel-sale-kurunegala-11804432
Mitsubishi,SUV,Mitsubishi 4dr5 J20 1969 SUV (Used),Diesel,2630,Antique,Manual,Negotiable,Nuwara-Eliya,-,https://riyasewana.com/buy/mitsubishi-4dr5-j20-sale-nuwara-eliya-11804397
Kia,SUV,Kia Seltos 2020 SUV (Used),Petrol,1400,Registered (Used),Automatic,"Rs. 14,000,000",Rajagiriya,"88,000 km",https://riyasewana.com/buy/kia-seltos-sale-rajagiriya-11804315
Toyota,SUV,Toyota RAV4 2003 SUV (Used),Petrol,1998,Registered (Used),Automatic,"Rs. 5,800,000",Padukka,"178,519 km",https://riyasewana.com/buy/toyota-rav4-sale-padukka-11804261
Toyota,SUV,Toyota Raize 2026 SUV Brand New,Petrol,-,Brand New,Automatic,"Rs. 12,725,000",Ragama,-,https://riyasewana.com/buy/toyota-raize-sale-ragama-11804222
Kia,SUV,Kia Sorento 2012 SUV (Used),Diesel,2200,Registered (Used),Automatic,"Rs. 11,650,000",Wennappuwa,"183,000 km",https://riyasewana.com/buy/kia-sorento-sale-wennappuwa-11804188
Honda,SUV,Honda Vezel RS PREMIUM 2026 SUV Brand New,Petrol,1500,Brand New,Automatic,"Rs. 21,300,000",Colombo,10 km,https://riyasewana.com/buy/honda-vezel-rs-sale-colombo-11804050
Honda,SUV,Honda Vezel RS PREMIUM 2026 SUV Brand New,Petrol,1500,Brand New,Automatic,"Rs. 21,200,000",Colombo,10 km,https://riyasewana.com/buy/honda-vezel-rs-sale-colombo-11804000
Toyota,SUV,Toyota Raize 2026 SUV Brand New,Electric,1200,Brand New,Automatic,Negotiable,Dankotuwa,1 km,https://riyasewana.com/buy/toyota-raize-sale-dankotuwa-11803963
Toyota,SUV,Toyota Raize G Hybrid 2026 SUV Brand New,Hybrid,1200,Brand New,Automatic,"Rs. 14,175,000",Colombo,1 km,https://riyasewana.com/buy/toyota-raize-g-sale-colombo-11803601
Volkswagen,SUV,Volkswagen Tiguan 2014 SUV (Used),Diesel,1968,Registered (Used),Automatic,"Rs. 12,500,000",Colombo,"84,000 km",https://riyasewana.com/buy/volkswagen-tiguan-sale-colombo-11803588
Range-Rover,SUV,Range-Rover Sport HSE 2018 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 42,500,000",Ja-Ela,"89,000 km",https://riyasewana.com/buy/range-rover-sport-hse-sale-ja-ela-11803423
Toyota,SUV,Toyota Prado 150 TX 2015 SUV (Used),Diesel,3000,Registered (Used),Manual,"Rs. 39,500,000",Polonnaruwa,"130,000 km",https://riyasewana.com/buy/toyota-prado-150-sale-polonnaruwa-11803218
Range-Rover,SUV,Range-Rover Evoque 2013 SUV (Used),Diesel,2200,Registered (Used),Automatic,"Rs. 17,500,000",Kandy,"173,000 km",https://riyasewana.com/buy/range-rover-evoque-sale-kandy-11803062
Honda,SUV,Honda Vezel Z Premium 2026 SUV Unregistered (Recondition),Hybrid,1500,Unregistered (Recondition),Automatic,"Rs. 19,950,000",Colombo,25 km,https://riyasewana.com/buy/honda-vezel-z-sale-colombo-11802922
Suzuki,SUV,Suzuki Grand Vitara 2006 SUV (Used),Petrol,1990,Registered (Used),Manual,"Rs. 6,875,000",Mawanella,260 km,https://riyasewana.com/buy/suzuki-grand-vitara-sale-mawanella-11802492
DFSK,SUV,DFSK Glory I-Auto 2023 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 10,500,000",Anuradapura,1 km,https://riyasewana.com/buy/dfsk-glory-i-auto-sale-anuradapura-11802436
Nissan,SUV,Nissan Terrano 2006 SUV (Used),Diesel,2660,Registered (Used),Manual,Negotiable,Boralesgamuwa,265 km,https://riyasewana.com/buy/nissan-terrano-sale-boralesgamuwa-11802351
Subaru,SUV,Subaru XV Hybrid 2014 SUV (Used),Petrol,1990,Registered (Used),Automatic,Negotiable,Kottawa,"82,000 km",https://riyasewana.com/buy/subaru-xv-hybrid-sale-kottawa-11802274
Range-Rover,SUV,Range-Rover Evoque 2013 SUV (Used),Diesel,2,Registered (Used),Automatic,Negotiable,Colombo,"113,000 km",https://riyasewana.com/buy/range-rover-evoque-sale-colombo-11802220
Daihatsu,SUV,Daihatsu Rocky Premium G HEV 2025 SUV Unregistered (Recondition),Hybrid,1200,Unregistered (Recondition),Automatic,"Rs. 13,650,000",Kottawa,11 km,https://riyasewana.com/buy/daihatsu-rocky-premium-sale-kottawa-11802179
Isuzu,SUV,Isuzu Trooper 1987 SUV (Used),Diesel,2800,Registered (Used),Manual,"Rs. 3,390,000",Colombo,"225,000 km",https://riyasewana.com/buy/isuzu-trooper-sale-colombo-11802157
Jeep,SUV,Jeep Cherokee 2004 SUV (Used),Petrol,3700,Registered (Used),Automatic,"Rs. 6,850,000",Kandy,"93,000 km",https://riyasewana.com/buy/jeep-cherokee-sale-kandy-11801758
Mitsubishi,SUV,Mitsubishi Montero 2015 SUV (Used),Diesel,3200,Registered (Used),Automatic,"Rs. 33,500,000",Wennappuwa,"67,000 km",https://riyasewana.com/buy/mitsubishi-montero-sale-wennappuwa-11801129
Honda,SUV,Honda Vezel 2017 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 11,800,000",Kandy,"148,079 km",https://riyasewana.com/buy/honda-vezel-sale-kandy-11801125
Honda,SUV,Honda Vezel 2015 SUV (Used),Petrol,-,Registered (Used),Automatic,Negotiable,Colombo,"184,000 km",https://riyasewana.com/buy/honda-vezel-sale-colombo-11801081
Mitsubishi,SUV,Mitsubishi Pajero 2007 SUV (Used),Petrol,2979,Registered (Used),Automatic,"Rs. 6,500,000",Kandy,"190,000 km",https://riyasewana.com/buy/mitsubishi-pajero-sale-kandy-11800831
MG,SUV,MG ZS 2018 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 8,500,000",Homagama,"67,000 km",https://riyasewana.com/buy/mg-zs-sale-homagama-11800551
Kia,SUV,Kia Sorento 2014 SUV (Used),Diesel,2200,Registered (Used),Automatic,"Rs. 13,800,000",Kurunegala,"158,000 km",https://riyasewana.com/buy/kia-sorento-sale-kurunegala-11800545
Toyota,SUV,Toyota Prado 95 1999 SUV (Used),Diesel,3000,Registered (Used),Automatic,"Rs. 13,600,000",Veyangoda,"235,000 km",https://riyasewana.com/buy/toyota-prado-95-sale-veyangoda-11800431
Volvo,SUV,Volvo XC90 2017 SUV (Used),Petrol,3,Registered (Used),Automatic,Negotiable,Colombo,-,https://riyasewana.com/buy/volvo-xc90-sale-colombo-11800395
Range-Rover,SUV,Range-Rover Autobiography 2015 SUV (Used),Diesel,3000,Registered (Used),Automatic,"Rs. 57,500,000",Ja-Ela,"121,000 km",https://riyasewana.com/buy/range-rover-autobiography-sale-ja-ela-11800339
MG,SUV,MG ZS 2018 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 8,750,000",Galle,"73,500 km",https://riyasewana.com/buy/mg-zs-sale-galle-11800218
Suzuki,SUV,Suzuki Vitara 2019 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 11,000,000",Kandy,"33,000 km",https://riyasewana.com/buy/suzuki-vitara-sale-kandy-11800123
Toyota,SUV,Toyota CHR NGX 504WD 2017 SUV (Used),Petrol,1200,Registered (Used),Automatic,"Rs. 13,400,000",Dehiwala-Mount-Lavinia,"79,000 km",https://riyasewana.com/buy/toyota-chr-ngx-sale-dehiwala-mount-lavinia-11800098
Toyota,SUV,Toyota Raize 2026 SUV Brand New,Hybrid,1200,Brand New,Automatic,"Rs. 15,400,000",Kandy,-,https://riyasewana.com/buy/toyota-raize-sale-kandy-11800021
Suzuki,SUV,Suzuki ESCUDO 2007 SUV (Used),Petrol,-,Registered (Used),Automatic,"Rs. 7,800,000",Jaffna,"159,999 km",https://riyasewana.com/buy/suzuki-escudo-sale-jaffna-11799925
Jaguar,SUV,Jaguar F Pace 2017 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 33,300,000",Horana,"98,000 km",https://riyasewana.com/buy/jaguar-f-pace-sale-horana-11799720
MG,SUV,MG Zs 2018 SUV (Used),Petrol,1000,Registered (Used),Automatic,Negotiable,Moratuwa,1 km,https://riyasewana.com/buy/mg-zs-sale-moratuwa-11799666
Mitsubishi,SUV,Mitsubishi Montero 2001 SUV (Used),Petrol,3200,Registered (Used),Automatic,Negotiable,Anuradapura,"183,000 km",https://riyasewana.com/buy/mitsubishi-montero-sale-anuradapura-11799527
Range-Rover,SUV,Range-Rover Sport 2008 SUV (Used),Diesel,3000,Registered (Used),Automatic,"Rs. 19,000,000",Colombo,"159,000 km",https://riyasewana.com/buy/range-rover-sport-sale-colombo-11799399
Toyota,SUV,Toyota LAND CRUISER 250 ZX 2024 SUV (Used),Diesel,2800,Registered (Used),Automatic,Negotiable,Colombo,"2,000 km",https://riyasewana.com/buy/toyota-land-cruiser-sale-colombo-11799378
Toyota,SUV,Toyota Raize 2025 SUV Brand New,Petrol,996,Brand New,Automatic,"Rs. 13,150,000",Pannala,300 km,https://riyasewana.com/buy/toyota-raize-sale-pannala-11799343
Toyota,SUV,Toyota RAV4 1996 SUV (Used),Petrol,2000,Registered (Used),Manual,"Rs. 3,875,000",Gampaha,"240,000 km",https://riyasewana.com/buy/toyota-rav4-sale-gampaha-11799232
Honda,SUV,Honda Vezel Z Grade 2023 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 17,400,000",Horana,"22,000 km",https://riyasewana.com/buy/honda-vezel-z-sale-horana-11799229
Jeep,SUV,Jeep Wrangler 2016 SUV (Used),Diesel,2800,Registered (Used),Automatic,"Rs. 29,800,000",Kandy,"81,000 km",https://riyasewana.com/buy/jeep-wrangler-sale-kandy-11799096
Land-Rover,SUV,Land-Rover Discovery 4 2012 SUV (Used),Diesel,3,Registered (Used),Automatic,"Rs. 21,700,000",Kalutara,0 km,https://riyasewana.com/buy/land-rover-discovery-4-sale-kalutara-11799087
Audi,SUV,Audi Q3 2018 SUV (Used),Petrol,1400,Registered (Used),Automatic,Negotiable,Colombo,"78,000 km",https://riyasewana.com/buy/audi-q3-sale-colombo-11607872
Honda,SUV,Honda Vezel 2015 SUV (Used),Hybrid,1500,Registered (Used),Automatic,Negotiable,Kandy,"133,750 km",https://riyasewana.com/buy/honda-vezel-sale-kandy-11798834
Mitsubishi,SUV,Mitsubishi 4DR54DR6 1972 SUV (Used),Diesel,2700,Registered (Used),Manual,"Rs. 4,150,000",Colombo,-,https://riyasewana.com/buy/mitsubishi-4dr54dr6-sale-colombo-11798789
BMW,SUV,BMW X2 2019 SUV (Used),Petrol,1490,Registered (Used),Automatic,"Rs. 19,200,000",Colombo,"48,000 km",https://riyasewana.com/buy/bmw-x2-sale-colombo-11798774
Mitsubishi,SUV,Mitsubishi Outlander Sport 2015 SUV (Used),Hybrid,1998,Registered (Used),Automatic,"Rs. 15,200,000",Kadawatha,"122,000 km",https://riyasewana.com/buy/mitsubishi-outlander-sport-sale-kadawatha-11798587
Suzuki,SUV,Suzuki S Cross 2018 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 9,500,000",Kiribathgoda,"79,112 km",https://riyasewana.com/buy/suzuki-s-cross-sale-kiribathgoda-11798575
Micro,SUV,Micro Tivoli 2018 SUV (Used),Petrol,-,Registered (Used),Automatic,Negotiable,Ragama,106 km,https://riyasewana.com/buy/micro-tivoli-sale-ragama-11798316
Hyundai,SUV,Hyundai Venue Sx 2019 SUV (Used),Petrol,998,Registered (Used),Automatic,"Rs. 9,800,000",Boralesgamuwa,"102,000 km",https://riyasewana.com/buy/hyundai-venue-sx-sale-boralesgamuwa-11797359
Toyota,SUV,Toyota Raize 2020 SUV (Used),Petrol,990,Registered (Used),Automatic,"Rs. 11,500,000",Colombo,"88,000 km",https://riyasewana.com/buy/toyota-raize-sale-colombo-11798057
Suzuki,SUV,Suzuki Vitara 2019 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 10,500,000",Divulapitiya,"80,000 km",https://riyasewana.com/buy/suzuki-vitara-sale-divulapitiya-11798018
Honda,SUV,Honda Vezel Z Premium 2023 SUV Unregistered (Recondition),Hybrid,1500,Unregistered (Recondition),Automatic,"Rs. 18,500,000",Ja-Ela,"14,000 km",https://riyasewana.com/buy/honda-vezel-z-sale-ja-ela-11798001
Land-Rover,SUV,Land-Rover Defender 110 1960 SUV (Used),Diesel,3200,Antique,Manual,"Rs. 6,700,000",Marawila,"150,000 km",https://riyasewana.com/buy/land-rover-defender-110-sale-marawila-11792960
Honda,SUV,Honda CRV Masterpiece 2018 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 18,650,000",Kiribathgoda,"87,000 km",https://riyasewana.com/buy/honda-crv-masterpiece-sale-kiribathgoda-11797799
Mitsubishi,SUV,Mitsubishi Pajero 1999 SUV (Used),Diesel,2800,Registered (Used),Manual,Negotiable,Horana,"336,000 km",https://riyasewana.com/buy/mitsubishi-pajero-sale-horana-11797378
Honda,SUV,Honda Vezel 2014 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 9,900,000",Colombo,"147,600 km",https://riyasewana.com/buy/honda-vezel-sale-colombo-11797366
Honda,SUV,Honda Vezel 2014 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 9,975,000",Ratnapura,"137,000 km",https://riyasewana.com/buy/honda-vezel-sale-ratnapura-11796820
Kia,SUV,Kia Seltos 2026 SUV Brand New,Petrol,1500,Brand New,Automatic,"Rs. 20,500,000",Kandy,150 km,https://riyasewana.com/buy/kia-seltos-sale-kandy-11796246
